date,language,text
2015-12-17,nob,"Buskerud-benken har ved to anledninger vært på besøk i Søndre Buskerud for å bli orientert om reformen, og begge ganger stilte jeg spørsmålet:"
2015-06-08,nno,"Eg meiner det er naturleg å sjå på bruk av elektronisk kontroll som verkemiddel også i samband med besøksforbod, og sjå på det i den same evalueringa av ordninga."
2001-01-24,nob,"I dette tilfellet er det et transittmottak som skulle være langt mer permanent, og hvor man burde kunne være innenfor de vanlige saksbehandlings- og bevilgningsreglementene."
2007-06-11,nno,Derfor er det viktig at kommunane tek ansvaret for skjenkjepolitikken alvorleg.
2002-02-27,nob,Jeg sa også at vi nå går gjennom dette i en egen interdepartemental arbeidsgruppe.
2016-01-19,nno,Det kan vere ei oppmoding til regjeringa å ta tak i ei stor moglegheit til å kombinere kultur og reiseliv i Noreg med å ta vare på den polare historia vår.
2003-06-18,nno,"Kanskje trengst det noko vedlikehald, og kanskje sløser vi litt med krafta."
2004-10-04,nno,Mens Bondevik I-regjeringa hadde fem klare strategiar:
2009-02-19,nno,Eg opplever at dei lokale og regionale politikarane i Nord-Noreg og langs vestlandskysten har det nødvendige motet og den nødvendige evna til å tenkje konstruktivt om kva som vil tene kysten best på kort sikt og på lang sikt.
2014-05-06,nob,"Det har vi ikke lyktes med å levere når vi snakker om torsk, det har vi lyktes med å levere når vi snakker om laks."
2011-05-26,nob,"Så er det sånn at de aller fleste forslagene som Fremskrittspartiet fremmer her, er anmodningsforslag til regjeringen."
2003-11-26,nno,"Budsjettforslaget styrkjer innsatsen til dei fattigaste av dei fattige, og denne innsatsen er målretta med bl.a. ei sterk satsing på UNICEF sitt utdanningsprogram, særleg for jenter."
2007-03-19,nob,"Mens NRK har hatt som rolle å vise oss både klassisk musikk, rock, jazz osv., vil vi nå i framtida kunne velge bort alt det vi ikke liker, også hos NRK, noe som gjør at den allmenndannende rollen blir mye mer utfordrende i framtidas samfunn enn hva den har vært fram til nå."
2011-03-22,nob,"Men gitt at det særdeles lave antall lærere som sier de vil stå i yrket fram til pensjonsalder, skal slå til, vil statsråden da endre mening?"
2013-12-11,nob,"Det er også viktig å ha ansatte og brukerorganisasjonene med i endringsprosesser, kanskje har det også vært underkjent."
2008-10-06,nno,For nokre dagar sidan uttalte representanten Sponheim at det er uaktuelt for han og Venstre å delta i ei regjering som opnar for oljeboring utanfor Lofoten og Vesterålen.
2000-06-16,nob,"Det var akkurat det statsministeren nå sa, det er når man legger opp budsjettet for 2001 til høsten, med alle de avveiningene som skal foretas, at man får det endelige vedtaket."
2009-11-26,nob,"Det vi sier, er at vi må bruke de etiske retningslinjene der de faktisk virker."
2013-04-09,nno,"Vidare vil presidenten foreslå at dei som måtte teikne seg på talarlista utover den fordelte taletida, får ei taletid på inntil 3 minutt."
2003-11-26,nno,Fleire av Høgre-representantane har forsikra salen om at Sem-erklæringa sine løfte om skattelette står ved lag.
2006-10-05,nno,"Det er å finna den rette balansen mellom dei som driv stort, og dei som driv smått, og sikra den enkelte si moglegheit og dermed òg busetjing i forhold til større drift."
2000-02-09,nob,"Vi skal greie å få rasjonell fremdrift og sikre oss at det som der skjedde, ikke skjer på nytt igjen."
2015-04-09,nno,Dette gjeld når avdødes vilje ikkje er kjend.
2012-03-28,nob,"Det gjør det også lettere, egentlig, å gjennomføre disse transaksjonene, fordi det betyr at man ikke er nødt til å ha hele fasiten i transaksjonen."
2013-06-14,nob,"Så er det opp til den enkelte lærer å vurdere om det er 50, 55 eller 65 pst. av tiden som må brukes for å nå disse målene."
2001-04-26,nno,"Utfordringa vil vera nøyaktig den same, anten ein vel den eine modellen eller den andre."
2003-01-08,nob,"Hvis vi skal hjelpe arbeidssøkende, betyr det at vi har et tidsvindu som sannsynligvis ikke engang er på to år, det er mye kortere enn det."
2014-12-12,nno,Kjetil Rekdal ved Hordaland PF reagerte og kalla utsegna «drøy».
2012-05-09,nno,"Eg synest ikkje det er greitt å leggje fram enkeltheiter i det som me drøftar i ei melding, før me legg ho fram, men dette er eit område som me kjem tilbake til i stortingsmeldinga."
2014-05-27,nob,"Valget i Ukraina har til tross for store vanskeligheter alle tegn på å være et legitimt valg, et valg som gir Ukraina mulighet til å velge sin vei i Europa."
2009-02-04,nno,"Viss dagens blasfemiparagraf var innfelt i ei ny lov, ville han verte fornya, gjenoppliva og slik sett vere mykje sterkare enn det kompromisset som er lagt fram."
1999-10-12,nno,"Dei foreldra som ikkje betaler skatt, får i dag forsørgjarfrådraget utbetalt kontant."
2007-03-08,nob,Det forteller plutselig om de forunderlige kreftene som inntreffer i et menneske når man får denne erkjennelsen inn i livet sitt.
2001-06-12,nno,"Fremskrittspartiet vil gå imot innstillingens I, strekpunkt 3:"
1999-02-03,nno,"Eg går no nøye gjennom både dommen og premissane for den, for å ta vare på det som Stortinget med breitt fleirtal vedtok"
2015-01-14,nob,"Her vil også næringen få anledning til å redegjøre for hva som er gjort, og for hva næringen mener er status for avlsarbeidet."
2011-02-03,nno,Så «staten har løpt fra ansvaret.
2012-02-14,nob,"Folkepartis side vil vi si at vi 100 pst. står bak en regjering som ønsker å slåss for regelverket slik det er, og som ønsker å håndheve regelverket slik det er, med alle de virkemidler som ligger i norsk lov."
2009-04-02,nob,"For øvrig må jeg si at hvis det er å være på villspor å snakke om at det Regjeringen går inn for, er å øke støtten til frivilligheten med 1 milliard kr, og opposisjonen ikke er i stand til å si hva vi snakker om i kroner og øre, setter jeg et spørsmålstegn ved engasjementet overfor frivilligheten."
2015-12-12,nob,Den luksusen har ikke våre lokalpolitikere.
2003-12-18,nno,Ei nyvinning av året var den opne høyringa med sentralbanksjefen om utøvinga av pengepolitikken.
2005-12-06,nno,"Det er første gongen det er sett i gang eit program for bioenergi, og det vart gjort av den førre regjeringa."
2006-02-15,nno,Førre periode med IA-avtale hadde som siktemål at vi skulle få auka avgangsalder.
2012-05-29,nob,"Ja, er det komplikasjoner under svangerskapet, kan vi med dagens teknologi redde liv lenge før en naturlig fødsel skjer etter ni måneders svangerskap."
2003-06-06,nob,Det styrker tilsynenes legitimitet og autoritet.
2013-03-18,nob,Det er en samlet komité som sier at det er et mål at de ideelle institusjonene «skal påvirke politikken i framtiden i like stor grad som de har gjort hittil».
2016-02-17,nob,Et av bestillingspunktene gjelder barnevernstiltak for enslige mindreårige.
2004-01-28,nob,Da vil jeg spørre på følgende måte:
2014-12-09,nno,"Då leiaren i finanskomiteen innleia på måndag om finansinnstillinga, sa han at han hadde lytta på salmesong før han gjekk på denne talarstolen."
2010-05-10,nob,"Videre blir det foreslått at de som måtte tegne seg på talerlisten utover den fordelte taletid, får en taletid på inntil 3 minutter."
2008-06-06,nob,"De som har greie på det, ser ut til å mene at det også er da Fremskrittspartiets oppslutning går opp."
2015-12-17,nno,Oppmodinga frå Senterpartiet til justisministeren i denne samanhengen er å opne for ein slik pilot.
2000-05-03,nno,"Ei av målsettingane i meldinga var å styrkje økonomien til frivillige lag og organisasjonar, slik at ein kunne bruke mindre tid på kakebaking og lotteri og meir konsentrere seg om å drive aktivitetar i organisasjonen."
2013-02-14,nob,"Det er to forskjellige ting, men de henger sammen på en måte som jeg mener er høyst forsvarbar."
2014-04-24,nno,"I rapporten frå kabotasjearbeidsgruppa som vart lagt fram i slutten av mars, er alle partar einige om å innføra krav om obligatorisk bompengebrikke for tunge køyretøy så snart som mogleg."
2012-12-11,nno,Det ville vere uforsvarleg å opprette eit nytt FME-senter på den tida.
2010-04-28,nno,"Det vart tolka som avlysing, har eg lese på trykk – det gjeld både Mossetunnelen og Eidanger-parsellen – utan at det på dette tidspunkt er grunnlag for det."
2002-03-13,nob,"Skal man flytte denne avdelingen til Tromsø, vil arbeidet med historieforskning på Nordland bli svært tungvint."
2004-11-10,nno,Så til spørsmålet om landbrukssektoren – eg er ikkje nødvendigvis heilt einig i den beskrivinga.
2016-03-01,nno,"Det er eit av fleire grep for å sørgje for at vi kan ha folk buande i heile landet, og drive med mat- og drikkeproduksjon basert på lokale ressursar."
2015-11-11,nob,Teknologisenteret er også en viktig brikke for det internasjonale samarbeidet og har styrket samhandlingen og samarbeidet mellom Norge og ikke minst USA på dette viktige teknologiområdet.
2002-11-28,nno,Vi kan ikkje berre setje oss godt til rette i lenestolen og tenkje som så at dette ikkje er noko problem.
2008-11-27,nno,Og det er sjølvsagt leitt fordi ein ikkje får utnytta kapasiteten f.eks. til å byggje vegar.
1999-11-03,nob,"Det er mitt håp at det skal være mulig å finne noen åpninger som gjør at vi kan bidra til å renske opp i Donau, og hvis disse mulighetene forefinnes, så skal vi hjelpe til med det."
2014-02-12,nob,For som storting lurer vi jo på hvem vi skal stille til ansvar når det gjelder å sikre at klimagassutslippene fra oljesektoren går ned.
2005-12-20,nno,"Når det gjeld den stigande råoljeprisen, er det to forhold."
2014-12-09,nno,Korleis vurderer forsvarsministeren det beskjedne forsvarsbudsjettet med tanke på dei åtvaringane om låge forsvarsbudsjett som dei kom med tidlegare?
2001-05-16,nob,Hvilke reaksjonsformer mener statsråden man bør iverksette for den type aksjoner?
2012-11-15,nno,Eg nemner dette for å understreka at Framstegspartiet ikkje treng vraka handlingsregelen for å delta i ei satsing på infrastruktur.
2008-06-06,nno,Vi hadde då den situasjonen at råoljeprisen hadde falle veldig mykje - meir enn ein hadde føresett - noko som medførte at pumpeprisen til bilistane blei lågare enn det ein gjekk ut frå i statsbudsjettet.
2011-12-08,nob,"Før sakene på dagens kart tas opp til behandling, vil presidenten informere om at møtet fortsetter utover kl. 16 til dagens kart er ferdigbehandlet."
2003-02-27,nob,Så til det Oddvard Nilsen sier om avtalen.
2014-02-11,nob,Og til representantene Gudmundsen og Tveiten Benestad:
2011-05-11,nob,For lønnsytelser innebærer bestemmelsen at alle utbetalinger for samme år til én person anses som en samlet betaling ved anvendelsen av beløpsgrensen.
2012-06-11,nob,Det er sitat fra Fremskrittspartiets merknader:
2014-12-09,nob,"Det aller viktigste er å klare å bosette flyktninger ute i kommunene, slik at man får tilgang til skole, bolig, arbeid osv."
2013-06-14,nob,"Hvorfor kan ikke statsråden se på denne modellen – den er et produkt av en god politisk prosess, med mange innspill fra de fagmiljøene som jobber med dette?"
2011-04-12,nno,"Når det gjeld lovfesta rettar, et dei ganske mangfaldige, og dei kan ikkje behandlast under eitt, sånn som me ser det."
2014-01-15,nob,"Vi går jo med full kraft inn for å se på hvordan vi nå kan legge forholdene bedre til rette for at de 600 000 menneskene som står på utsiden av arbeidslivet, lettere skal kunne komme gjennom barrieren og komme inn."
2014-05-07,nob,"Samtidig må vi også ha respekt for det som defineres som forretningshemmeligheter, og da må vi forholde oss til det lovverket som gjelder."
1998-10-22,nob,Det er imidlertid ikke usannsynlig at den skarpe retorikk brukes for å ta oppmerksomheten bort fra viktige forutgående medvirkende årsaker til at kriminalitet begås.
2008-06-18,nob,"At oppgjøret er dårlig for landbruksnæringen, pleier vi normalt sett ikke å få servert av statsråden, men blir nok, som i år, å finne i grunnlagsmaterialet for neste års oppgjør."
2012-02-29,nob,"Endringene førte til at dagbilen ble tatt ut hver fredag i begge kommunene, og annenhver torsdag i hver kommune.»"
2010-06-18,nob,Det er et viktig styringsparameter knyttet til CO2-håndtering på Mongstad som Stortinget ikke har visst om.
2007-03-27,nob,Jeg lyttet med stor interesse til statsråden og ordene han kom med.
1999-01-20,nno,Men eg reknar med at representanten Andersen kjem tilbake ved eit seinare høve.
2003-12-15,nob,"Det krever en god budsjettpolitikk, det krever en god pengepolitikk, det krever ikke minst at vi får til en inntektspolitikk som innebærer at vi klarer å holde lønns- og kostnadsutviklingen generelt i Norge under kontroll."
2014-10-07,nno,Det å krevja hemmelege prosessar er ikkje leiarskap.
2011-05-31,nob,"Slik er det, og slik må det være i den sammenhengen."
2008-03-04,nno,"Men noko er altså på gang igjen, og det betyr kan henda ei offensiv satsing på vindkraft."
2000-06-06,nob,Derfor blir dette tilfeldig og helt uten mening.
2000-03-07,nno,Han sa òg at SIVA skal ha ei viktig rolle.
2014-06-16,nob,Dette blir en prioritering som en må gjøre i Stortinget.
1999-06-16,nob,"Det betyr ikke at Høyre er uenig i de forslagene som fremsettes i dag, men vi mener at det er departementet som må vurdere om dette er innenfor EØS-protokollens rammer."
2014-12-04,nob,"Men det er sånn i Arbeiderpartiet at representanten Jan Bøhler, som er opptatt av Oslo og Oslobefolkningens behov, må få lov til å spørre statsråden og få svar."
2000-02-01,nno,"Men det er klart at utan omsyn til om Eiksundsambandet blir bygt eller ikkje, vil det bli tørke i Møre og Romsdal dersom SVs vegmillionar skal vere det som betyr noko for Møre og Romsdal."
2012-03-20,nno,Elles tek ein vare på næringsstoffa i gjødsla.
2013-11-28,nno,Ein politikk med kutt og innsparing må i større grad verte erstatta av ein politikk for investering for å skape auka etterspurnad og vekst.
1998-10-21,nno,Men eg trur spørjaren veit like godt som eg at det er veldig store skilnader frå den eine kommunen til den andre.
2012-03-28,nno,Eg antek at det blir eit spørsmål om kvar vi er etter dei komande ti åra – så eg tek med meg representanten Sortevik sitt råd – utan at eg kan svara på det i dag.
